Id,Prediction
253,4098039.715
254,3877312.285
255,4253477.915
256,3193560.815
257,6214880.196666667
258,3790805.62
259,4120447.85
260,4443832.9
261,8334985.4
262,4792663.805
263,4843663.3025
264,2443017.6
265,4167098.3366666664
266,4954584.545
267,5890717.3175
268,4715528.02
269,3807531.06
270,4608457.55
271,4682709.44
272,4652516.7
273,4919123.505
274,3789973.04
275,4794594.785
276,6085483.2425
277,4717493.965
278,4658660.11
279,3806462.525
280,4734747.385
281,7320925.4141666675
282,4324092.825
283,3620673.17
284,4253833.195
285,2769968.27
286,4325066.545
287,4853113.63
288,6177925.432916666
289,4305194.44
290,4301811.4
291,4843845.514583333
292,4051714.7
293,5246701.78
294,4485174.065
295,5749025.465
296,5595220.306404762
297,5449788.89625
298,3785060.6525
299,4453961.25
300,4781661.72
301,5297263.52
302,6155265.019166666
303,5676107.215
304,4600464.675
305,5373944.355
306,3961327.715
307,7293056.6175833335
308,2575158.14
309,3491714.88
310,4708936.21
311,3707095.335
312,4678783.785
313,4802516.585
314,4225257.86
315,4503097.195
316,3609252.27125
317,4279439.524583333
318,5311118.96
319,6151431.625
320,6274319.029738095
321,4644110.39
322,4677090.27
323,7069471.625
324,3840297.665
325,6443987.3675
326,6126986.001166667
327,4231785.82
328,5322110.985
329,6239182.21
330,7545966.83
331,6071929.2075
332,4776209.452083333
333,6114518.985
334,5747196.565
335,4300012.605
336,2454449.62
337,4980511.16
338,4383881.57
339,5301390.985
340,5219717.27
341,4334137.435
342,5330716.084583333
343,4543140.82
344,4041283.56
345,4312016.14
346,4224077.335
347,5651125.648250001
348,4131806.09
349,4910090.915
350,4306407.475
351,4993605.405
352,5965136.055654761
353,4369244.815
354,3523126.995
355,5177764.6
356,4197054.19
357,4032192.081666666
358,4891990.385
359,4287093.22
360,4808109.735
361,3883966.695
362,3849882.18
363,5177316.105
364,11903994.050988095
365,4780757.29
366,3589736.62
367,3506003.07
368,3757799.065
369,5236386.495
370,4614542.39
371,4599867.39
372,6067036.915333333
373,5299516.6
374,4375747.405
375,3893496.53
376,3385675.275
377,5471303.865
378,4643046.33
379,4688957.19
380,5168537.82125
381,3606806.23
382,3755056.635
383,4362228.105
384,4167643.225
385,5641699.595
386,4594068.97
387,4926787.665
388,4207696.83
389,4720459.385
390,4902737.975
391,4051357.235
392,5380296.05
393,4130919.74
394,5719385.87
395,4535147.685
396,4359605.71
397,4996839.53
398,6037184.1525
399,5306408.768333334
400,4848544.986666666
401,2708135.87
402,4165423.115
403,3626374.18
404,3122192.65
405,4089330.98
406,4408721.32
407,4553071.25
408,2445408.575
409,3270636.24
410,4370929.735
411,4849804.185
412,5090560.335416666
413,5271158.527
414,5351291.75
415,6319474.684583332
416,5581859.435
417,3076940.46
418,4593196.665
419,4808876.267
420,4686751.055
421,4359672.135
422,4977602.49
423,2755373.55
424,4813766.11
425,4223587.255
426,4452029.165
427,4255602.515
428,4764293.38
429,4427105.68
430,4722055.904166666
431,4065134.285
432,3303481.33
433,6742172.481999999
434,3644074.935
435,4877463.225
436,4531585.48875
437,2542058.41
438,4752643.2675
439,6335000.062499999
440,4626487.05
441,4787048.63
442,3361259.725
443,5819611.945
444,5051830.64
445,7708493.115
446,6204678.845
447,5020369.78
448,5173177.2775
449,9466719.565
450,5870225.03
451,5250091.376666667
452,4557748.783666667
453,5052583.235
454,4579100.515
455,5045411.09
456,3571534.855
457,5125672.995
458,3823813.68
459,2377280.94
460,5012646.475
461,3928418.57
462,5570608.453333332
463,3958822.72
464,4632691.745
465,5089005.015
466,7487628.036583331
467,4418106.77
468,3766742.125
469,5738799.09625
470,5520104.770083334
471,5740917.2568333335
472,4315755.435
473,3990070.39
474,5154356.2275
475,4018200.49
476,3146029.275
477,4909211.95
478,3764907.79
479,3996626.366666666
480,5576867.935
481,11518535.792000001
482,4149283.44
483,5232890.005
484,5213255.73
485,4066525.2375
486,3946031.5266666664
487,8055187.435
488,5021954.795
489,3854625.065
490,5267840.055
491,2886130.18
492,5029409.755
493,5160497.445
494,5638104.040083335
495,4364942.4
496,4253798.725833334
497,6588385.107916665
498,3980114.755
499,4975613.47125
500,4638364.505
501,3523459.565
502,3737939.7
503,5496612.28
504,6062589.43
505,3661271.64
506,4459410.965
507,4603126.915
508,4441716.305
509,5171087.94
510,5288005.8
511,4868277.7
512,2457257.745
513,6251630.597833332
514,2973618.415
515,3165001.295
516,3653460.185
517,4346254.375
518,4843991.41
519,4264497.92
520,5765773.927499998
521,6693563.791666668
522,5488707.305
523,5506469.44
524,3249081.245
525,4055389.18
526,7120846.935
527,4839341.19
528,4637439.028333333
529,4704236.635
530,3955378.815
531,6095659.8325
532,5323836.125
533,3908298.725
534,5624708.615
535,6897138.434666667
536,5014946.3
537,5270780.84
538,3612206.005
539,6336242.028333333
540,4760437.945
541,5078520.705
542,4936463.185
543,3663020.055
544,3821094.655
545,3702395.795
546,3561273.025
547,5833128.7420833325
548,4324667.585
549,4688800.262916666
550,3536667.525
551,4933022.335
552,5608264.41
553,5696079.40375
554,4324647.985
555,4510471.505833333
556,3055112.525
557,4792882.48375
558,6025833.73875
559,3877564.845
560,6588155.687916667
561,6861035.440571428
562,3199540.58
563,4620031.145
564,4625532.015
565,6075744.934738095
566,2494563.055
567,6481289.62
568,4131192.105
569,4222197.625
570,8324219.39125
571,5848448.015
572,3871410.26
573,5145117.74
574,5569205.72
575,3138400.06
576,12558726.935
577,5196906.065
578,3831160.48
579,4015495.99
580,3859500.765
581,4883461.3225
582,4508077.26125
583,5892090.1425
584,4360703.835
585,3186108.19
586,3404439.02
587,3928671.175
588,4011290.41
589,5589643.645
590,4930789.54
591,3667530.035
592,4167486.38
593,4108570.54125
594,3673586.435
595,4285196.425
596,4377152.065
597,4535994.775
598,3830316.57
599,5475769.68
600,4647331.75
601,4879710.86625
602,5997834.02
603,2741355.465
604,5007715.58
605,4140055.365
606,4269827.46
607,4362035.87
608,5287310.053571429
609,6432889.14
610,6889153.4
611,3399603.275
612,3875217.24
613,5606788.752083332
614,5800509.5
615,5650910.3275
616,5096985.5925
617,4578928.1883333335
618,6344344.265
619,4485621.48
620,4286365.22
621,9687275.29
622,5096836.405
623,4573952.335
624,4369994.1275
625,5116954.99
626,4045694.975
627,4572001.9569999995
628,3277409.805
629,5858871.7725
630,5391902.129738095
631,7583926.219738095
632,4698072.0
633,4630505.605
634,2711000.21
635,4296170.79125
636,5299332.130833333
637,3354644.595
638,5248090.62
639,5350619.7025
640,4297169.505
641,5195710.155
642,4843726.07375
643,5305271.67
644,5483371.095
645,2700749.28
646,6402966.19375
647,3284900.68
648,4543471.06125
649,3805282.9775
650,2469419.56
651,4448798.13
652,3432919.1375
653,4713415.76
654,5426076.195
655,5919047.464166667
656,3060706.025
657,3935758.6975
658,5851428.1925
659,3932893.92
660,6515783.769166666
661,4746285.815
662,5447260.025
663,5308122.16
664,3379247.36
665,4022223.84
666,6011856.885
667,4297345.21
668,4828825.035
669,4709090.41
670,6237876.316666666
671,7847065.8055714285
672,4836039.385
673,4547059.785
674,5190820.713333333
675,4535504.15
676,4557344.79
677,3789077.705
678,5794407.274666667
679,4898326.935
680,2341307.34
681,4699140.72
682,4147746.94
683,4250849.11
684,3845864.9725
685,5178464.76
686,4507286.83
687,2664968.99
688,4300294.435
689,4700702.505
690,4150749.58
691,4522223.275
692,4135131.1925
693,4439202.615
694,4530738.96
695,3942259.69
696,4326270.47
697,5288596.535
698,3504635.3725
699,3574727.84
700,6724332.805
701,3912919.19
702,5933753.935
703,5285187.14
704,4583058.17
705,4748699.27
706,7051668.469166667
707,5583948.075
708,4113599.14
709,4024445.25
710,6619638.752
711,6900355.577988096
712,4584513.815
713,3232418.135
714,3806504.06
715,2946427.56
716,3184182.72
717,4120429.425
718,5782982.152916667
719,4497705.92
720,4506941.3525
721,6742086.499916665
722,4694224.485
723,5385676.804166667
724,3563566.01
725,5793025.03625
726,4244872.225
727,3763367.51
728,4413181.43
729,4130422.335
730,3770933.45
731,4176235.58
732,3958657.985
733,9526939.42
734,5091691.155
735,3949896.4275
736,5532610.907083333
737,3709755.315
738,4862701.608333333
739,3387604.5986666665
740,3719531.06
741,4239228.395
742,4526721.22
743,4962852.065
744,3695162.54
745,4185095.295
746,3966983.315
747,5142325.376166666
748,4906530.385
749,4230713.01
750,5846405.635
751,3994877.33
752,3741321.805
753,2713577.76
754,2463613.965
755,3947956.6
756,3779713.475
757,4237478.09
758,5278804.1275
759,5380916.135333333
760,5719534.015
761,4157512.91
762,4849875.4783333335
763,3585715.995
764,4618608.255833333
765,5245879.367916667
766,5046986.201166667
767,5655133.37
768,3602200.095
769,4434581.79125
770,3603588.04
771,4275383.985
772,4716736.98875
773,3806954.2616666663
774,3715266.42
775,4415953.195
776,3553485.665
777,3866872.43
778,3963459.8
779,4223026.59
780,6112425.818416666
781,3917726.31
782,4500044.725
783,4829540.31
784,6506285.807499999
785,4301335.445
786,4483575.68
787,5602587.89
788,4714361.9325
789,4446651.595
790,3458320.62
791,4628224.88
792,2470988.45
793,3662462.27
794,3113378.84
795,4810823.695
796,4181335.365
797,5046244.986666667
798,5287630.775
799,5352426.67
800,4654478.85625
801,11133532.671166668
802,4357365.96625
803,4483617.25
804,3375697.08
805,3779735.25
806,4239539.735
807,4816286.125
808,5981412.232833333
809,2751893.785
810,4492424.225
811,4257287.215
812,4902501.46
813,3378571.28
814,3230061.13
815,5272508.570833334
816,4222975.165
817,4360066.53
818,3481490.811666666
819,4195689.985
820,4769700.16
821,4623445.445
822,4625340.785
823,4412049.55
824,5385996.045
825,4304424.502
826,5957367.815333333
827,3136585.135
828,4725113.07
829,3883614.05
830,4534896.805
831,5140781.307
832,7773022.565
833,4249098.075
834,4811084.105
835,3440776.035
836,2705630.295
837,4859653.98
838,4038105.91
839,2671956.455
840,3586755.505
841,3244903.785
842,5982597.635
843,3813506.59
844,4228032.9
845,4659416.57
846,7259567.08625
847,4619494.64625
848,2577969.805
849,4369236.31
850,4191972.225
851,4716396.86
852,6484872.584166667
853,4809228.55
854,5171182.14875
855,4302210.995
856,5517710.028666666
857,4315243.54
858,4658636.43
859,5145523.0
860,4194886.691166666
861,4697883.3825
862,5256364.315
863,3810990.0353333335
864,6095885.46
865,8638117.26
866,3343022.3
867,3860495.945
868,5140500.48
869,4306899.555
870,4517868.18
871,5249534.6425
872,4398955.26
873,4985378.7125
874,3837342.38
875,5263228.86875
876,7108498.2059166655
877,4564293.715
878,3146203.61
879,4841704.14125
880,3489763.65
881,3406390.095
882,5810047.3125
883,3167445.8633333337
884,4226794.967
885,4724221.315
886,4012166.78
887,4942573.07
888,5195447.518833334
889,5008987.39625
890,4337547.43
891,5660612.256666668
892,4923059.91125
893,4798725.39
894,5376233.715
895,3591587.075
896,3947701.385
897,4035696.94
898,4083606.11
899,6110571.419321429
900,3070969.925
901,8376125.535250001
902,5136699.71
903,5119807.5575
904,3983391.95
905,4518291.975
906,3531816.05
907,3729636.49
908,4211071.518333334
909,4813449.331166666
910,4938557.17
911,4390058.89125
912,4852737.67
913,4983470.885
914,4957288.047
915,5169118.830833334
916,2337729.46
917,4914185.985
918,4307960.66
919,3830285.54
920,4485832.68
921,4724783.265
922,4953155.745
923,4345114.89625
924,5579127.628988096
925,5133124.945416667
926,6235447.855416668
927,4314258.595
928,7097630.754166666
929,3425485.325
930,3830457.555
931,5048782.675
932,4117240.285
933,6805622.0348333325
934,3808737.005
935,4058160.95
936,4435281.095
937,4668754.96
938,5208478.26
939,5221706.64
940,6003257.808333334
941,3166578.86
942,3832211.315
943,5605894.785
944,8173816.435
945,2766712.385
946,4618361.835
947,4142028.28875
948,4260561.4
949,3994188.24
950,6724881.780833333
951,3511611.395
952,5277156.380833333
953,3921405.295
954,5481022.525
955,4368376.7
956,4457210.948666667
957,10525080.31
958,4542618.545
959,4849248.695
960,4886166.12125
961,4778866.9275
962,5069464.56
963,4293001.725
964,6076144.00075
965,3772479.22
966,4821527.79
967,5382615.185
968,4776156.4775
969,5614209.36
970,3070013.185
971,2466254.19
972,3631434.805
973,3379710.28
974,4500881.71
975,3678775.16
976,3622079.85
977,5094106.805
978,5030794.455
979,6377766.570750001
980,5101585.52875
981,3825017.915
982,3980043.185
983,5997994.692833331
984,9021763.315
985,4063394.675
986,4174049.625
987,5027997.9
988,4563807.565
989,3562776.5
990,11509442.936821427
991,2703155.565
992,3672372.9591666665
993,6019654.15
994,4066571.435
995,3798626.0
996,5224117.7375
997,5577106.1475
998,4678948.80125
999,4811131.92625
1000,5655731.38
1001,7969437.533666667
1002,3071062.3
1003,5056267.25
1004,5097941.475
1005,5059238.655
1006,4828730.47
1007,6080778.8270000005
1008,3586734.365
1009,4170457.135
1010,3276089.275
1011,5645476.8875
1012,4180582.85
1013,4385827.88
1014,4738440.715
1015,4426851.57
1016,4883956.8925
1017,4782959.605
1018,3738698.92
1019,5124514.687416667
1020,5971102.5320833335
1021,4251803.35
1022,6090998.63
1023,5305582.38
1024,5054508.285
1025,3059225.585
1026,4477464.28
1027,4397563.3
1028,4302872.125
1029,3174066.67
1030,4697815.54
1031,3252332.905
1032,2916456.35
1033,5190962.32
1034,4552692.8575
1035,3303532.34
1036,4653291.29375
1037,4779178.53
1038,4778125.105
1039,4441523.75
1040,3616877.20125
1041,4736934.877
1042,3517683.85125
1043,4392200.09
1044,4266914.305
1045,5095933.38
1046,4706570.96
1047,4491683.875
1048,3914021.595
1049,5024654.685
1050,4180461.045
1051,5300196.5
1052,3014623.825
1053,2149729.555
1054,4966103.175
1055,2656269.94
1056,5451129.590833332
1057,4899420.445
1058,4707236.54
1059,7038695.585571429
1060,4621286.19
1061,4102967.225
1062,5750283.90875
1063,5883586.154166668
1064,4780362.6
1065,6676959.50125
1066,4765535.327
1067,4314557.29625
1068,5104424.48375
1069,4503227.99875
1070,4623265.63
1071,3596736.2
1072,5143145.455
1073,5213026.24875
1074,5158193.94
1075,4705560.672083333
1076,3376039.595
1077,3377865.38
1078,2429400.015
1079,4461173.605
1080,4698296.495
1081,3725580.85
1082,4421910.675
1083,4793369.215
1084,3892908.165
1085,2831212.795
1086,4627819.935
1087,5104348.059583333
1088,4294266.678333334
1089,3147745.86
1090,4349580.705
1091,5823781.595
1092,4663081.73
1093,4494527.607
1094,4888290.9375
1095,5097761.762083333
1096,3524831.2925
1097,3346795.3
1098,6224532.9725
1099,4289694.015
1100,5777659.94
1101,4359428.93
1102,3323310.025
1103,4551466.99
1104,4908117.035
1105,3883210.73
1106,4365925.77
1107,5103415.285
1108,4736159.495
1109,4859701.165
1110,5294911.225
1111,4735374.63
1112,3464590.53
1113,4644390.07
1114,4227214.085
1115,4862769.192833333
1116,4078678.15
1117,5758953.495833333
1118,4814470.005
1119,4495062.63625
1120,3800873.65
1121,3749644.275
1122,4830100.015
1123,7646055.65
1124,4359753.095
1125,5276798.455
1126,4813659.45
1127,4913491.805
1128,5569078.815
1129,4315173.085
1130,4508018.15
1131,6232614.815
1132,3280335.245
1133,4854886.775
1134,5974551.32
1135,2604318.38
1136,5605094.10375
1137,4013218.54
1138,4050641.12125
1139,5269668.022
1140,5149028.955000001
1141,4811248.28
1142,4743619.29
1143,4187432.22875
1144,4740188.362
1145,4657162.625
1146,4066735.935
1147,4923726.365
1148,4973717.22
1149,7972688.83625
1150,4748295.795
1151,2636240.845
1152,6470674.537916666
1153,4831091.2
1154,3961353.055
1155,2721813.755
1156,2959217.075
1157,4127340.585
1158,4884325.865
1159,4178950.24
1160,4492519.075
1161,4150263.41
1162,5027957.365
1163,4324565.015
1164,4020041.125
1165,3544272.0
1166,4364504.285
1167,4947660.24
1168,5888296.73125
1169,3781473.2725
1170,3456763.185
1171,4009696.92
1172,2646473.47
1173,4569647.801666666
1174,2463613.965
1175,4445576.445
1176,4471884.705
1177,4991852.077
1178,4788657.01125
1179,5022882.685
1180,4898861.32
1181,4168763.8
1182,6449773.6
1183,5407124.860833333
1184,4903561.8475
1185,3678224.535
1186,4321367.34
1187,3460424.805
1188,7561947.73
1189,5192263.93
1190,4553409.24
1191,8063559.53
1192,4556877.615
1193,4642309.751666666
1194,9954721.725
1195,3780847.3
1196,2831546.125
1197,5527563.775833333
1198,3919641.935
1199,5677995.86
1200,11471155.446821427
1201,4969065.79375
1202,5281455.34
1203,4205765.245
1204,4198587.805
1205,4386837.21
1206,4996685.08625
1207,4175527.795
1208,5725367.852583335
1209,4148165.49
1210,4764938.47
1211,11099702.33
1212,3059828.045
1213,6030016.333833333
1214,4912033.615
1215,5231090.5633333335
1216,4807808.915
1217,4335090.50125
1218,4823390.787
1219,7856494.267083334
1220,4553642.26
1221,4430235.105
1222,4255079.08
1223,7035374.098904762
1224,4396071.14125
1225,4783506.41
1226,6238064.265
1227,10569242.85
1228,4217563.44
1229,4655276.2875
1230,4499180.825
1231,4386267.985
1232,3730873.675
1233,5665247.875
1234,4663405.398666667
1235,3237458.12
1236,5294952.615
1237,2663447.24
1238,4087272.23
1239,4576566.875
1240,3995041.025
1241,4856041.745
1242,7058399.633904761
1243,4349405.855
1244,5012652.665
1245,5384053.6
1246,3103922.775
1247,4446727.39
1248,3669375.04
1249,4891248.592083333
1250,4934808.39
1251,3849077.41
1252,4500258.525
1253,5932717.573666666
1254,5269276.786666667
1255,3077857.825
1256,3778580.47
1257,4783243.9
1258,5027699.9375
1259,3804701.045
1260,4130880.31375
1261,5648287.27
1262,4418382.845
1263,3328755.04
1264,5043589.19625
1265,5621133.677833333
1266,3129784.95
1267,6021270.805
1268,5095992.892916667
1269,5668704.3675
1270,3257080.31
1271,5055670.625
1272,5309222.425
1273,3676503.51
1274,4459765.73
1275,5669253.445
1276,5264483.668333333
1277,5393632.885
1278,3730614.52
1279,2463613.965
1280,6097027.719738095
1281,3562736.23
1282,4613857.355
1283,3320400.81
1284,5062180.72
1285,4947900.169583334
1286,3534021.33125
1287,3698431.745
1288,4972593.52
1289,4265962.37
1290,4407834.14
1291,3949085.615
1292,7741152.940154761
1293,6113268.4875
1294,4591679.75
1295,5206054.00375
1296,4794535.46
1297,5303188.957583334
1298,4284062.56
1299,3741764.465
1300,4126425.445
1301,3077665.03
1302,4323484.335
1303,4112577.16
1304,8129073.46
1305,4867192.440833333
1306,4471371.9725
1307,4758830.88125
1308,4583626.86
1309,3839088.675
1310,5164624.335
1311,4684083.33
1312,4784415.44
1313,5180556.41625
1314,6154089.889083331
1315,4558761.98
1316,4484684.99
1317,4769489.575
1318,4963127.39
1319,4253944.41
1320,6055034.45
1321,4980288.965
1322,5889967.281666666
1323,2979342.05
1324,6238965.87
1325,3922704.345
1326,5428835.54
1327,6441150.007321429
1328,4561931.315
1329,4292749.2
1330,5790602.4425
1331,2990026.125
1332,5880627.125
1333,3995267.35
1334,3446736.675
1335,3069798.7925
1336,2522599.355
1337,4720019.365
1338,4904650.845833334
1339,3994423.595
1340,3795075.095
1341,5180706.9375
1342,4094455.345
1343,2593105.865
1344,12038174.371821428
1345,3072487.535
1346,3956364.89
1347,3769266.425
1348,3617554.895
1349,3580501.045
1350,4003127.885
1351,6065323.928154762
1352,3806798.865
1353,4211637.285
1354,4663302.97
1355,5548388.875
1356,3994018.875
1357,4962441.985
1358,4264533.32
1359,2246325.835
1360,3781774.83
1361,6274631.15
1362,4094528.245
1363,4539691.575
1364,4512439.95625
1365,3892634.125
1366,4336429.09
1367,5386908.96625
1368,5527309.235
1369,7587978.4
1370,3912403.08
1371,6857875.420083333
1372,12082828.010988094
1373,4547290.815
1374,4047313.335
1375,4808109.735
1376,4706064.23
1377,3157886.025
1378,5798028.445571428
1379,4803836.1
1380,4191258.4041666663
1381,8107381.474654761
1382,3671335.255
1383,5600035.67125
1384,4037634.985
1385,4282368.0
1386,4357738.76
1387,3078946.845
1388,4877355.49
1389,4441505.49
1390,3986391.885
1391,5182656.594166667
1392,4238692.14
1393,4255074.58
1394,4773286.735
1395,5608574.5325833345
1396,4344066.735
1397,4626974.31
1398,5471690.06375
1399,4304274.955
1400,4207589.735
1401,6979924.894738095
1402,4190933.92
1403,4774122.13
1404,5768259.387833332
1405,4622885.05
1406,4994010.7625
1407,5171214.360238095
1408,3835481.16
1409,6572839.708666666
1410,4437738.68
1411,3220136.6875
1412,4903784.0819999995
1413,5413216.51
1414,4142716.64
1415,5666491.95
1416,5769478.2125
1417,4160099.99625
1418,3659198.155
1419,5001738.42125
1420,5815303.069583332
1421,4631356.955
1422,4935296.25625
1423,4997206.54
1424,4215665.475
1425,5024035.01
1426,5865254.8325
1427,3980189.22
1428,3313929.835
1429,3740630.51
1430,9808295.955
1431,3758659.18
1432,4695599.52625
1433,3270364.485
1434,2390318.505
1435,6709216.359166668
1436,3840035.405
1437,4443154.445
1438,3577449.63
1439,7978782.57
1440,3941136.7675
1441,4275788.84
1442,3102240.45
1443,5507582.385
1444,8281943.53
1445,4548115.04
1446,6089427.01
1447,4044138.995
1448,4649474.75125
1449,5165133.12
1450,4574724.21
1451,4927148.805
1452,5694942.94
1453,3561645.855
1454,8390858.134166667
1455,4043032.71
1456,4371621.195
1457,4564056.0
1458,4914282.8475
1459,4640116.155
1460,5507498.105
1461,5911484.195
1462,4889395.15375
1463,3949259.03
1464,5800334.1225
1465,5272497.1875
1466,4047373.0911666667
1467,4858904.335
1468,4095587.86
1469,4209552.6025
1470,4770290.625
1471,4786470.0
1472,5821392.972
1473,2650344.715
1474,4619267.96125
1475,4198818.535
1476,4674722.05
1477,3923193.385
1478,5215089.905
1479,4355267.24
1480,4692404.655
1481,4390605.16
1482,4336827.695
1483,5515090.8429166665
1484,5575391.4325
1485,4383226.235
1486,5264386.575
1487,5223772.1011666665
1488,4493354.435
1489,4508353.66
1490,3351939.735
1491,4666732.485
1492,3923834.11
1493,4396868.975
1494,7278290.136583333
1495,7764795.1
1496,9736465.6125
1497,5426693.993666667
1498,3550504.68
1499,6340049.651666667
1500,4798872.395
1501,4836424.67
1502,4501917.145
1503,5029868.985
1504,4122780.695
1505,5374926.58
1506,3746630.32
1507,4039137.9
1508,3193649.135
1509,6241082.78125
1510,3993822.34
1511,5254585.06875
1512,5451577.762083333
1513,4646218.39125
1514,6103623.181666668
1515,6540183.117154761
1516,5659312.705
1517,7694027.9202380935
1518,4669260.705
1519,8272230.505
1520,4961281.865
1521,5125464.93
1522,5275627.915
1523,6005419.429916666
1524,4623280.665
1525,3602416.06
1526,5090065.47
1527,3383908.8875
1528,4018435.22
1529,4496225.485
1530,4836179.2
1531,5064937.975
1532,4214622.115
1533,3898527.44625
1534,4767504.36
1535,12268742.499321427
1536,4384024.91625
1537,5209194.68
1538,4602531.95
1539,4441697.41
1540,5227881.61
1541,3616574.775
1542,7686440.252416667
1543,5188028.502
1544,8596739.48
1545,3782444.395
1546,4353344.945
1547,2487917.535
1548,6380180.993488095
1549,3996944.41
1550,4225539.615
1551,7052274.439083334
1552,3750320.66
1553,4770439.81
1554,5301158.895
1555,4220230.74
1556,4998320.45
1557,4714212.465
1558,4291017.565
1559,4344066.735
1560,4461278.74
1561,4762832.835
1562,2326975.755
1563,4078685.955
1564,4608311.505
1565,5724930.0770000005
1566,3819051.095
1567,3494202.85
1568,2670526.255
1569,4158625.64
1570,3573124.19
1571,7004648.656333333
1572,5010417.447
1573,4352602.11
1574,3631949.62
1575,4591908.559583333
1576,4180569.885
1577,4383037.53
1578,3714119.91
1579,5444786.1774166655
1580,3061016.015
1581,4446710.875
1582,4171066.58
1583,4532903.515
1584,4384840.44
1585,4625098.99625
1586,5550295.665
1587,4536547.205
1588,3969348.36
1589,4791291.14
1590,5949171.996166667
